fighter_id,fight_id,result,event,round,time_sec,opponent_name,fighter_name,method_type,method_specific
93fe7332d16c6ad9,9be14b958737f074,loss,Strikeforce - Henderson vs. Babalu,3,300,Matt Ricehouse,Tom Aaron,U-DEC,
93fe7332d16c6ad9,bcb38a9d29822d3d,win,Strikeforce - Heavy Artillery,1,56,Eric Steenberg,Tom Aaron,SUB,Guillotine Choke
15df64c02b6b0fde,38231925d72d1309,loss,UFC 63: Hughes vs Penn,3,300,Jorge Gurgel,Danny Abbadi,S-DEC,
15df64c02b6b0fde,387bdcc2ca8709c1,loss,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,1,176,Kalib Starnes,Danny Abbadi,SUB,Rear Naked Choke
59a9d6dac61c2540,ce99b089400a4ad3,loss,DWCS 6.7,3,300,Ismael Bonfim,Nariman Abbasov,U-DEC,
4961467134abd8be,8380f331f1102802,loss,DWCS 9.3,1,64,Donte Johnson,Darion Abbey,KO/TKO,Punches
b361180739bed4b0,7067ccf701531a60,loss,EliteXC - Street Certified,1,43,Kevin Ferguson,David Abbott,KO/TKO,Punches
b361180739bed4b0,62de80851ebcc85a,loss,Strikeforce - Tank vs. Buentello,1,43,Paul Buentello,David Abbott,KO/TKO,Punch
b361180739bed4b0,148ded708e1db0a0,loss,PRIDE Final Conflict 2005,1,460,Hidehiko Yoshida,David Abbott,SUB,Gi Choke
b361180739bed4b0,d1d33be012417f75,loss,UFC 45: Revolution,1,134,Wesley Correira,David Abbott,KO/TKO,
b361180739bed4b0,ffe629a5232a878b,loss,UFC 43: Meltdown,1,119,Kimo Leopoldo,David Abbott,SUB,Arm Triangle
b361180739bed4b0,a85a0831580696ff,loss,UFC 41: Onslaught,1,46,Frank Mir,David Abbott,SUB,Toe Hold
b361180739bed4b0,f85bbc760000f001,loss,UFC - Ultimate Brazil,1,487,Pedro Rizzo,David Abbott,KO/TKO,Punch
b361180739bed4b0,1e14e79a477f2357,win,UFC 17: Redemption,1,43,Hugo Duarte,David Abbott,KO/TKO,Punches
b361180739bed4b0,764e492b55c0ec40,win,UFC - Ultimate Japan,2,180,Yoji Anjo,David Abbott,U-DEC,
b361180739bed4b0,b3cafb4e6e1b2ad0,loss,UFC 15: Collision Course,1,488,Maurice Smith,David Abbott,SUB,Other
b361180739bed4b0,0e16795e385e76a7,loss,UFC 13: The Ultimate Force,1,52,Vitor Belfort,David Abbott,KO/TKO,Punches
b361180739bed4b0,d595d2c36ddba8ee,loss,UFC - Ultimate Ultimate '96,1,82,Don Frye,David Abbott,SUB,Rear Naked Choke
b361180739bed4b0,c8ff8a72f3c5a825,win,UFC - Ultimate Ultimate '96,1,63,Steve Nelmark,David Abbott,KO/TKO,Punch
b361180739bed4b0,f84070b049bc14e6,win,UFC - Ultimate Ultimate '96,1,171,Cal Worsham,David Abbott,KO/TKO,Punches
b361180739bed4b0,9f6a7aee1fce539a,loss,UFC 11: The Proving Ground,2,180,Scott Ferrozzo,David Abbott,U-DEC,
b361180739bed4b0,398ff6015a5ba3b5,win,UFC 11: The Proving Ground,1,126,Sam Adkins,David Abbott,SUB,Forearm Choke
b361180739bed4b0,0d872527bbb3cd40,loss,UFC - Ultimate Ultimate '95,1,1080,Dan Severn,David Abbott,U-DEC,
b361180739bed4b0,6b0430e9c97afec7,win,UFC - Ultimate Ultimate '95,1,74,Steve Jennum,David Abbott,SUB,Neck Crank
b361180739bed4b0,66c029f49d3c5da6,loss,UFC 6: Clash of the Titans,1,1065,Oleg Taktarov,David Abbott,SUB,Rear Naked Choke
b361180739bed4b0,43f6b0c40113d0d8,win,UFC 6: Clash of the Titans,1,113,Paul Varelans,David Abbott,KO/TKO,Punches
b361180739bed4b0,88945d70ee6c6467,win,UFC 6: Clash of the Titans,1,20,John Matua,David Abbott,KO/TKO,Punches
3329d692aea4dc28,3fdb4c4b39218cf4,win,UFC 321: Aspinall vs. Gane,3,300,Chris Barnett,Hamdy Abdelwahab,U-DEC,
3329d692aea4dc28,a12d3a6c8aaf87ca,loss,UFC Fight Night: Hill vs. Rountree Jr.,3,300,Mohammed Usman,Hamdy Abdelwahab,U-DEC,
3329d692aea4dc28,984ce1062186f3ce,win,UFC Fight Night: Adesanya vs. Imavov,3,300,Jamal Pogues,Hamdy Abdelwahab,S-DEC,
3329d692aea4dc28,5a2b86570110191b,nc,UFC 277: Pena vs. Nunes 2,3,300,Don'Tale Mayes,Hamdy Abdelwahab,Overturned,
8f3837b4c06f3d1e,6bcf38174b14d1db,win,Road To UFC 5.2,1,122,Feng Xiaocan,Farida Abdueva,KO/TKO,Punch
841695e02c99a521,,next,,,,Dustin Stoltzfus,Mansur Abdul-Malik,,
841695e02c99a521,e32dc26b11d1f81d,loss,UFC Fight Night: Adesanya vs. Pyfer,3,219,Yousri Belgaroui,Mansur Abdul-Malik,KO/TKO,Knee
841695e02c99a521,964ea1777695851b,win,UFC 323: Dvalishvili vs. Yan 2,1,69,Antonio Trocoli,Mansur Abdul-Malik,SUB,Guillotine Choke
841695e02c99a521,08c04f18b0f58d71,draw,UFC Fight Night: Usman vs. Buckley,3,36,Cody Brundage,Mansur Abdul-Malik,Overturned,
841695e02c99a521,e011819e721c4a2a,win,UFC Fight Night: Cejudo vs. Song,2,204,Nick Klein,Mansur Abdul-Malik,KO/TKO,Punches
841695e02c99a521,ea6427379a83bd01,win,UFC Fight Night: Magny vs. Prates,1,164,Dusko Todorovic,Mansur Abdul-Malik,KO/TKO,Punches
841695e02c99a521,0182542fe245123e,win,DWCS 8.1,2,235,Wes Schultz,Mansur Abdul-Malik,KO/TKO,Elbows
e047d3b541afd4a7,f1cb2e7ef096ec7c,win,UFC Fight Night: Fiziev vs. Torres,3,268,Jefferson Nascimento,Tahir Abdullayev,KO/TKO,Punches
2f5cbecbbe18bac4,fffdc57255274be1,loss,UFC 283: Teixeira vs. Hill,2,176,Jailton Almeida,Shamil Abdurakhimov,KO/TKO,Punches
2f5cbecbbe18bac4,ae989e21c3839b49,loss,UFC Fight Night: Volkov vs. Aspinall,1,243,Sergei Pavlovich,Shamil Abdurakhimov,KO/TKO,Punches
2f5cbecbbe18bac4,f085f32bbb3220e1,loss,UFC 266: Volkanovski vs. Ortega,2,83,Chris Daukaus,Shamil Abdurakhimov,KO/TKO,Punch
2f5cbecbbe18bac4,066756ea40b134a7,loss,UFC 242: Khabib vs. Poirier,2,142,Curtis Blaydes,Shamil Abdurakhimov,KO/TKO,Elbow
2f5cbecbbe18bac4,0bc7e4852f75a06d,win,UFC Fight Night: Overeem vs. Oleinik,2,195,Marcin Tybura,Shamil Abdurakhimov,KO/TKO,Punches
2f5cbecbbe18bac4,a7e8416f0d57c8e0,win,UFC Fight Night: Hunt vs. Oleinik,3,300,Andrei Arlovski,Shamil Abdurakhimov,U-DEC,
2f5cbecbbe18bac4,4d5c3ddc740b89ca,win,UFC Fight Night: Bisping vs. Gastelum,1,84,Chase Sherman,Shamil Abdurakhimov,KO/TKO,Punches
2f5cbecbbe18bac4,cb1e57b5f8c92922,loss,UFC Fight Night: Lewis vs. Abdurakhimov,4,222,Derrick Lewis,Shamil Abdurakhimov,KO/TKO,Punches
2f5cbecbbe18bac4,412735f3e0b66ea6,win,UFC Fight Night: Lineker vs. Dodson,3,300,Walt Harris,Shamil Abdurakhimov,S-DEC,
2f5cbecbbe18bac4,e508ba268cb295c0,win,UFC Fight Night: Cowboy vs Cowboy,3,300,Anthony Hamilton,Shamil Abdurakhimov,U-DEC,
2f5cbecbbe18bac4,f9373ab59b7a853b,loss,UFC Fight Night: Mendes vs Lamas,1,297,Timothy Johnson,Shamil Abdurakhimov,KO/TKO,Punches
c0ed7b208197e8de,2de50e21c8f32761,draw,PRIDE Bushido 12,2,300,Naoki Matsushita,Hiroyuki Abe,Other,
c0ed7b208197e8de,512e65ebe4fea988,loss,PRIDE Bushido 4,1,172,Luiz Firmino,Hiroyuki Abe,SUB,Arm Triangle
5140122c3eecd307,484c48d3723e72cd,loss,UFC Fight Night: Cowboy vs. Edwards,3,300,Li Jingliang,Daichi Abe,U-DEC,
5140122c3eecd307,194d3950076b2f83,loss,UFC 221: Romero vs. Rockhold,3,300,Luke Jumeau,Daichi Abe,U-DEC,
5140122c3eecd307,e0e4ce7595b5c26a,win,UFC Fight Night: Saint Preux vs. Okami,3,300,Hyun Gyu Lim,Daichi Abe,U-DEC,
c9f6385af6df66d7,a86b801279e0ef4a,loss,UFC Fight Night: Condit vs Kampmann 2,3,92,Dylan Andrews,Papy Abedi,KO/TKO,Punch
c9f6385af6df66d7,e67e15cc6578d1c3,win,UFC on FUEL TV: Mousasi vs Latifi,3,300,Besam Yousef,Papy Abedi,S-DEC,
c9f6385af6df66d7,a2308473bcd77da8,loss,UFC on FUEL TV: Gustafsson vs Silva,1,273,James Head,Papy Abedi,SUB,Rear Naked Choke
c9f6385af6df66d7,30d0cab706e43838,loss,UFC 138: Leben vs Munoz,1,212,Thiago Alves,Papy Abedi,SUB,Rear Naked Choke
aa6e591c2a2cdecd,c39da8538d9c0321,loss,UFC Fight Night: Boetsch vs Henderson,3,300,Jake Collier,Ricardo Abreu,S-DEC,
aa6e591c2a2cdecd,e64310b89b54db3f,win,UFC Fight Night: Miocic vs Maldonado,2,66,Wagner Silva,Ricardo Abreu,SUB,Rear Naked Choke
7279654c7674cd24,0fcf42b68f2f0fa3,nc,UFC Fight Night: Woodley vs. Burns,1,111,Jamahal Hill,Klidson Abreu,Overturned,Knee
7279654c7674cd24,f820c6292e19d854,loss,UFC Fight Night: Zabit vs. Kattar,3,300,Shamil Gamzatov,Klidson Abreu,S-DEC,
7279654c7674cd24,f711b3ec6bc3c407,win,UFC Fight Night: Dos Anjos vs. Edwards,3,300,Sam Alvey,Klidson Abreu,U-DEC,
7279654c7674cd24,14c505d7ad55883c,loss,UFC Fight Night: Blachowicz vs. Santos,3,300,Magomed Ankalaev,Klidson Abreu,U-DEC,
1c5879330d42255f,8b5130c2f2723a90,loss,Fury FC 5: Final Conflict,1,82,Rousimar Palhares,Daniel Acacio,SUB,Heel Hook
1c5879330d42255f,5769c08adc653958,loss,PRIDE Bushido 9: The Tournament,2,300,Akihiro Gono,Daniel Acacio,U-DEC,
1c5879330d42255f,d825023bc9f343fc,win,PRIDE Bushido 8,2,300,Kazuo Misaki,Daniel Acacio,U-DEC,
1c5879330d42255f,5584458cadd0a0ca,win,PRIDE Bushido 6,2,214,Daiju Takase,Daniel Acacio,KO/TKO,
989b85f6540c86b1,99d0517adc67fc40,loss,Road to UFC 1.4,1,277,HanSeul Kim,John Adajar,SUB,Triangle Armbar
2620f3eb21c79614,81b0c08f7503e79a,win,UFC 24: First Defense,1,189,Ian Freeman,Scott Adams,SUB,Heel Hook
83b00f7597e5ac83,57961c6adebfb13d,loss,UFC 247: Jones vs. Reyes,1,119,Justin Tafa,Juan Adams,KO/TKO,Punch
83b00f7597e5ac83,88b1d4f951070f83,loss,UFC Fight Night: Dos Anjos vs. Edwards,1,45,Greg Hardy,Juan Adams,KO/TKO,Punches
83b00f7597e5ac83,0bc354fbb6e99ab6,loss,UFC Fight Night: Iaquinta vs. Cowboy,3,300,Arjan Bhullar,Juan Adams,U-DEC,
83b00f7597e5ac83,c4f443509308dec6,win,UFC Fight Night: Lee vs. Iaquinta,3,58,Chris de la Rocha,Juan Adams,KO/TKO,Knee
83b00f7597e5ac83,ce7013cf4b6ee053,win,DWCS 2.7,1,257,Shawn Teed,Juan Adams,KO/TKO,Punches
a77633a989013265,2b36807773190d38,loss,DWCS 4.2,3,300,Impa Kasanganay,Anthony Adams,U-DEC,
a77633a989013265,85d229f57a94da6c,loss,DWCS 2.5,3,300,Chibwikem Onyenegecha,Anthony Adams,S-DEC,
79cb2a690b9ba5e8,a679800d2e7c3be2,loss,UFC Fight Night: Volkov vs. Rozenstruik,1,61,Ode Osbourne,Zarrukh Adashev,KO/TKO,Punch
79cb2a690b9ba5e8,1978b44503c3d9ff,win,UFC Fight Night: Hall vs. Strickland,3,300,Ryan Benoit,Zarrukh Adashev,U-DEC,
79cb2a690b9ba5e8,ddbe6fd66d7f9e35,loss,UFC Fight Night: Chiesa vs. Magny,3,300,Sumudaerji,Zarrukh Adashev,U-DEC,
79cb2a690b9ba5e8,dfbb110855354039,loss,UFC Fight Night: Eye vs. Calvillo,1,32,Tyson Nam,Zarrukh Adashev,KO/TKO,Punch
1338e2c7480bdf9e,85e94a6c071fd9fa,loss,UFC Fight Night: Adesanya vs. Pyfer,2,258,Joe Pyfer,Israel Adesanya,KO/TKO,Punches
1338e2c7480bdf9e,85e79748b75eb30e,loss,UFC Fight Night: Adesanya vs. Imavov,2,30,Nassourdine Imavov,Israel Adesanya,KO/TKO,Punch
1338e2c7480bdf9e,6c44af21414e4143,loss,UFC 305: Du Plessis vs. Adesanya,4,218,Dricus Du Plessis,Israel Adesanya,SUB,Rear Naked Choke
1338e2c7480bdf9e,7f16e7725245bb2d,loss,UFC 293: Adesanya vs. Strickland,5,300,Sean Strickland,Israel Adesanya,U-DEC,
1338e2c7480bdf9e,fe143cb868adfded,win,UFC 287: Pereira vs. Adesanya 2,2,261,Alex Pereira,Israel Adesanya,KO/TKO,Punch
1338e2c7480bdf9e,04f32bb0c0d3a8cc,loss,UFC 281: Adesanya vs. Pereira,5,121,Alex Pereira,Israel Adesanya,KO/TKO,Punches
1338e2c7480bdf9e,a7eaf7b101166d3e,win,UFC 276: Adesanya vs. Cannonier,5,300,Jared Cannonier,Israel Adesanya,U-DEC,
1338e2c7480bdf9e,ca8f73d038c4d6e7,win,UFC 271: Adesanya vs. Whittaker 2,5,300,Robert Whittaker,Israel Adesanya,U-DEC,
1338e2c7480bdf9e,6cd44e1b2d093ea4,win,UFC 263: Adesanya vs. Vettori 2,5,300,Marvin Vettori,Israel Adesanya,U-DEC,
1338e2c7480bdf9e,7de9867b7cc2b1b1,loss,UFC 259: Blachowicz vs. Adesanya,5,300,Jan Blachowicz,Israel Adesanya,U-DEC,
1338e2c7480bdf9e,fd76b75c28dc247a,win,UFC 253: Adesanya vs. Costa,2,239,Paulo Costa,Israel Adesanya,KO/TKO,Punch
1338e2c7480bdf9e,b46f2f007b622bce,win,UFC 248: Adesanya vs. Romero,5,300,Yoel Romero,Israel Adesanya,U-DEC,
1338e2c7480bdf9e,2556b7520536ce1d,win,UFC 243: Whittaker vs. Adesanya,2,213,Robert Whittaker,Israel Adesanya,KO/TKO,Punch
1338e2c7480bdf9e,9bfda7c26578aaac,win,UFC 236: Holloway vs. Poirier 2,5,300,Kelvin Gastelum,Israel Adesanya,U-DEC,
1338e2c7480bdf9e,4eb91cfc892a108e,win,UFC 234: Adesanya vs. Silva,3,300,Anderson Silva,Israel Adesanya,U-DEC,
1338e2c7480bdf9e,e4e1d12441b90866,win,UFC 230: Cormier vs. Lewis,1,291,Derek Brunson,Israel Adesanya,KO/TKO,Punches
1338e2c7480bdf9e,247f9e56965a1c07,win,The Ultimate Fighter: Undefeated Finale,5,300,Brad Tavares,Israel Adesanya,U-DEC,
1338e2c7480bdf9e,b8b9a8e504d51ba5,win,UFC Fight Night: Poirier vs. Gaethje,3,300,Marvin Vettori,Israel Adesanya,S-DEC,
1338e2c7480bdf9e,1cd5d5e271b646a3,win,UFC 221: Romero vs. Rockhold,2,217,Rob Wilkinson,Israel Adesanya,KO/TKO,Punches
0e9869d712e81f8f,398ff6015a5ba3b5,loss,UFC 11: The Proving Ground,1,126,David Abbott,Sam Adkins,SUB,Forearm Choke
0e9869d712e81f8f,f59b1215176636f6,win,UFC 10: The Tournament,2,180,Felix Lee Mitchell,Sam Adkins,U-DEC,
0e9869d712e81f8f,90bce37a788afeaa,loss,UFC 8: David vs Goliath,1,48,Don Frye,Sam Adkins,KO/TKO,
0e9869d712e81f8f,5701dbbbfa4f8313,win,UFC 8: David vs Goliath,1,50,Keith Mielke,Sam Adkins,KO/TKO,Punches
7a846fcbf182a7c8,e39cd3b9d0bf4944,loss,DWCS 8.10,1,181,Jonathan Micallef,Mohamed Ado,SUB,Triangle Choke
ebc5af72ad5a28cb,823d7037552a8907,loss,UFC 45: Revolution,2,134,Yves Edwards,Nick Agallar,KO/TKO,Punch
a08ddd04eaffd81d,e06bfd0100eccbad,loss,UFC Fight Night: Namajunas vs. Cortez,1,207,Luana Santos,Mariya Agapova,SUB,Rear Naked Choke
a08ddd04eaffd81d,d9f5d05b07bae09e,loss,UFC Fight Night: Sandhagen vs. Song,2,139,Gillian Robertson,Mariya Agapova,SUB,Rear Naked Choke
a08ddd04eaffd81d,c6fc43c351b08bda,loss,UFC 272: Covington vs. Masvidal,2,207,Maryna Moroz,Mariya Agapova,SUB,Arm Triangle
a08ddd04eaffd81d,38957d8eb185391c,win,UFC Fight Night: Dern vs. Rodriguez,3,53,Sabina Mazo,Mariya Agapova,SUB,Rear Naked Choke
a08ddd04eaffd81d,37a6fc5e69a7932d,loss,UFC Fight Night: Munhoz vs. Edgar,2,98,Shana Dobson,Mariya Agapova,KO/TKO,Punches
a08ddd04eaffd81d,7606d2f8d8b0e889,win,UFC Fight Night: Eye vs. Calvillo,1,162,Hannah Cifers,Mariya Agapova,SUB,Rear Naked Choke
a08ddd04eaffd81d,2a8e1f19b8a94295,loss,DWCS 3.6,3,300,Tracy Cortez,Mariya Agapova,U-DEC,
44aa652b181bcf68,d84f88ac792e8c53,loss,UFC 26: Ultimate Field Of Dreams,1,274,Matt Hughes,Marcelo Aguiar,KO/TKO,
6cadc0a0ba7dc015,1206dc7d5228f5bd,loss,WFA - King of the Streets,1,163,Martin Kampmann,Edwin Aguilar,KO/TKO,
8f382b3baa954d2a,f5a038c18f7a44fc,loss,UFC Fight Night: Barboza vs. Gaethje,3,300,Marina Rodriguez,Jessica Aguilar,U-DEC,
8f382b3baa954d2a,a932059e61f4c25e,loss,UFC Fight Night: Blaydes vs. Ngannou 2,1,221,Zhang Weili,Jessica Aguilar,SUB,Armbar
8f382b3baa954d2a,7fe2b6a9fc4748fa,win,UFC Fight Night: Dos Santos vs. Ivanov,3,300,Jodie Esquibel,Jessica Aguilar,U-DEC,
8f382b3baa954d2a,af2ef75664656957,loss,UFC 211: Miocic vs. Dos Santos,3,300,Cortney Casey,Jessica Aguilar,U-DEC,
8f382b3baa954d2a,0bf405dabb25251a,loss,UFC 190: Rousey vs Correia,3,300,Claudia Gadelha,Jessica Aguilar,U-DEC,
cf946e03ba2e7666,1f2f27b36e79da74,loss,UFC 262: Oliveira vs. Chandler,3,300,Tucker Lutz,Kevin Aguilar,U-DEC,
cf946e03ba2e7666,1109a8f2adc81ce0,loss,UFC Fight Night: Eye vs. Calvillo,3,300,Charles Rosa,Kevin Aguilar,S-DEC,
cf946e03ba2e7666,f882cf76a8bce308,loss,UFC Fight Night: Felder vs. Hooker,1,201,Zubaira Tukhugov,Kevin Aguilar,KO/TKO,Punches
cf946e03ba2e7666,f047e3605f8852d8,loss,UFC Fight Night: Moicano vs. The Korean Zombie,3,300,Dan Ige,Kevin Aguilar,U-DEC,
cf946e03ba2e7666,6173056f0e080ca6,win,UFC Fight Night: Barboza vs. Gaethje,3,300,Enrique Barzola,Kevin Aguilar,U-DEC,
cf946e03ba2e7666,4e6bbc5832e55f64,win,The Ultimate Fighter: Heavy Hitters Finale,3,300,Ricky Glenn,Kevin Aguilar,U-DEC,
cf946e03ba2e7666,ca7f63aca5581fa8,win,DWCS 2.4,3,300,Joey Gomez,Kevin Aguilar,S-DEC,
c051c2e12d692b8a,a22fd3735819d858,loss,UFC 326: Holloway vs. Oliveira 2,3,300,Sumudaerji,Jesus Aguilar,U-DEC,
c051c2e12d692b8a,3dc1a6335d890650,win,UFC Fight Night: Lopes vs. Silva,3,300,Luis Gurule,Jesus Aguilar,U-DEC,
c051c2e12d692b8a,2ae33fce63a75df9,loss,UFC Fight Night: Cannonier vs. Rodrigues,3,300,Rafael Estevam,Jesus Aguilar,U-DEC,
c051c2e12d692b8a,075a102456080ab2,win,UFC 305: Du Plessis vs. Adesanya,1,159,Stewart Nicoll,Jesus Aguilar,SUB,Guillotine Choke
c051c2e12d692b8a,d1d3b6ab8a56e973,win,UFC Fight Night: Moreno vs. Royval 2,3,300,Mateus Mendonca,Jesus Aguilar,S-DEC,
c051c2e12d692b8a,420f7e6530dbc727,win,UFC 290: Volkanovski vs. Rodriguez,1,17,Shannon Ross,Jesus Aguilar,KO/TKO,Punch
c051c2e12d692b8a,a26ca06cce403ce2,loss,UFC Fight Night: Lewis vs. Spivac,1,260,Tatsuro Taira,Jesus Aguilar,SUB,Triangle Armbar
c051c2e12d692b8a,e5c5fcd3042d339d,win,DWCS 6.5,3,116,Erisson Ferreira,Jesus Aguilar,SUB,Guillotine Choke
ae071698e1a3ccd4,37fda56a435a9b24,loss,UFC Fight Night: Rodriguez vs. Waterson,1,172,Carlston Harris,Christian Aguilera,SUB,Anaconda Choke
ae071698e1a3ccd4,c5ba56d51f6b0171,loss,UFC Fight Night: Smith vs. Rakic,2,107,Sean Brady,Christian Aguilera,SUB,Guillotine Choke
ae071698e1a3ccd4,58e72b1a38880ba9,win,UFC Fight Night: Eye vs. Calvillo,1,59,Anthony Ivy,Christian Aguilera,KO/TKO,Punches
0978385b2bd9ef9b,2ae243f518948794,loss,UFC Fight Night: Allen vs. Craig,3,58,Payton Talbott,Nick Aguirre,SUB,Rear Naked Choke
0978385b2bd9ef9b,9f09e77e46f15766,loss,UFC Fight Night: Strickland vs. Imavov,3,300,Dan Argueta,Nick Aguirre,U-DEC,
b2efa582adf73604,4172fe2ebace07e4,loss,Road to UFC 4.5 + 4.6,1,285,Namsrai Batbayar,Agulali,SUB,Rear Naked Choke
b2efa582adf73604,e4d2bce5c9700584,win,Road to UFC 4.1 + 4.2,1,263,Mridul Saikia,Agulali,KO/TKO,Punch
ff584c17bccbae0b,6487ae1d68fc511b,win,Road To UFC 5.1,3,300,GwanWoo Lim,Ahejiang Ailinuer,U-DEC,
9e3dbb9c68ed5d1a,cb640b7dcc9db7e8,nc,Strikeforce Challengers 1,2,222,Billy Evangelista,Mike Aina,Overturned,
9e3dbb9c68ed5d1a,431f9bad886eb2ae,loss,EliteXC - Uprising,3,300,Nick Diaz,Mike Aina,S-DEC,
49dea784f6cfed71,09497799dab23f4d,loss,DWCS 6.10,1,48,Mateus Mendonca,Ashiek Ajim,KO/TKO,Punch
2eada40ac8801559,757b2a060d9151df,loss,ProElite 3: Da Spyder vs. Minowaman,3,300,Sara McMann,Hitomi Akano,U-DEC,
2eada40ac8801559,5b9aaee3ed9e3db0,loss,Strikeforce Challengers 10,3,180,Miesha Tate,Hitomi Akano,U-DEC,
2eada40ac8801559,2b39788a4f9530d1,win,Strikeforce Challengers 10,2,108,Carina Damm,Hitomi Akano,SUB,Armbar
2eada40ac8801559,5636300eff639caf,loss,Strikeforce - Shamrock vs. Diaz,3,35,Cristiane Justino,Hitomi Akano,KO/TKO,Punches
16690d100f995f8f,1aba46988c9b58f9,loss,UFC 264: Poirier vs. McGregor 3,3,300,Brad Tavares,Omari Akhmedov,S-DEC,
16690d100f995f8f,ac475de5a3d0d7e2,win,UFC Fight Night: Chiesa vs. Magny,2,101,Tom Breese,Omari Akhmedov,SUB,Arm Triangle
16690d100f995f8f,22e10b23784e5efc,loss,UFC Fight Night: Lewis vs. Oleinik,3,300,Chris Weidman,Omari Akhmedov,U-DEC,
16690d100f995f8f,dd88960598219eba,win,UFC 245: Usman vs. Covington,3,300,Ian Heinisch,Omari Akhmedov,U-DEC,
16690d100f995f8f,9a46f95c1c1e57f0,win,UFC 242: Khabib vs. Poirier,3,300,Zak Cummings,Omari Akhmedov,U-DEC,
16690d100f995f8f,aaad7e29825b3264,win,UFC Fight Night: Lewis vs. Dos Santos,3,300,Tim Boetsch,Omari Akhmedov,U-DEC,
16690d100f995f8f,0be6540982a5b0cd,draw,UFC 219: Cyborg vs. Holm,3,300,Marvin Vettori,Omari Akhmedov,M-DEC,
16690d100f995f8f,78e38f1ad43c3479,win,UFC Fight Night: Gustafsson vs. Teixeira,3,300,Abdul Razak Alhassan,Omari Akhmedov,S-DEC,
16690d100f995f8f,450760216f5643ca,win,UFC Fight Night: Whittaker vs. Brunson,3,300,Kyle Noke,Omari Akhmedov,U-DEC,
16690d100f995f8f,815fd4ebdc288e83,loss,UFC on FOX: Teixeira vs Evans,3,183,Elizeu Zaleski dos Santos,Omari Akhmedov,KO/TKO,Knee
16690d100f995f8f,1cc9816d18aa29d0,loss,UFC Fight Night: Namajunas vs. VanZant,3,138,Sergio Moraes,Omari Akhmedov,KO/TKO,Punches
16690d100f995f8f,245009a9e1a0f60b,win,UFC Fight Night: Boetsch vs Henderson,1,300,Brian Ebersole,Omari Akhmedov,KO/TKO,
16690d100f995f8f,e4a9c93ff23eb5bb,win,UFC 182: Jones vs Cormier,3,300,Mats Nilsson,Omari Akhmedov,U-DEC,
16690d100f995f8f,0b3c3d363c82835f,loss,UFC Fight Night: Gustafsson vs Manuwa,1,276,Gunnar Nelson,Omari Akhmedov,SUB,Guillotine Choke
16690d100f995f8f,e9bc416752cadd29,win,UFC Fight Night: Belfort vs Henderson 2,1,211,Thiago Perpetuo,Omari Akhmedov,KO/TKO,Punch
b0550072e5f0afa7,caef4f8801f39345,loss,UFC Fight Night: Henderson vs Masvidal,3,300,Alberto Mina,Yoshihiro Akiyama,S-DEC,
b0550072e5f0afa7,1e797ccd275a98d0,win,UFC Fight Night: Hunt vs Nelson,3,300,Amir Sadollah,Yoshihiro Akiyama,U-DEC,
b0550072e5f0afa7,53d2a57daaae700b,loss,UFC 144: Edgar vs Henderson,3,300,Jake Shields,Yoshihiro Akiyama,U-DEC,
b0550072e5f0afa7,eb3093e235f048c8,loss,UFC 133: Evans vs Ortiz 2,1,112,Vitor Belfort,Yoshihiro Akiyama,KO/TKO,Punches
b0550072e5f0afa7,ab341b7bb01cdc89,loss,UFC 120: Bisping vs Akiyama,3,300,Michael Bisping,Yoshihiro Akiyama,U-DEC,
b0550072e5f0afa7,049659c5a58ebb61,loss,UFC 116: Lesnar vs Carwin,3,280,Chris Leben,Yoshihiro Akiyama,SUB,Triangle Choke
b0550072e5f0afa7,15705df8ba8dcbe1,win,UFC 100,3,300,Alan Belcher,Yoshihiro Akiyama,S-DEC,
b0550072e5f0afa7,4eaec67c66814dab,win,DREAM 6: Middleweight Grand Prix 2008 Final Round,1,386,Masanori Tonooka,Yoshihiro Akiyama,SUB,Armbar
b0550072e5f0afa7,51dc9b89cc914cff,win,DREAM 5: Lightweight Grand Prix 2008 Final Round,1,394,Katsuyori Shibata,Yoshihiro Akiyama,SUB,Gi Choke
b0550072e5f0afa7,96c5470d4dbc39fb,nc,Yarrenoka! - New Year's Eve 2007,1,468,Kazuo Misaki,Yoshihiro Akiyama,Overturned,
b0550072e5f0afa7,c8cd7b374b6754e4,win,K-1 Hero's Korea 2007,1,285,Denis Kang,Yoshihiro Akiyama,KO/TKO,Punch
b0550072e5f0afa7,1216446c6ad271e7,nc,K-1 Dynamite!! 2006,1,337,Kazushi Sakuraba,Yoshihiro Akiyama,Overturned,
b0550072e5f0afa7,7a710073c7e0eb19,win,K-1 Hero's 7,1,118,Melvin Manhoef,Yoshihiro Akiyama,SUB,Armbar
b0550072e5f0afa7,48a14912ae1331dd,win,K-1 Hero's 7,1,181,Kestutis Smirnovas,Yoshihiro Akiyama,KO/TKO,Kick
b0550072e5f0afa7,54248bb11f17c770,win,K-1 Hero's 6,1,121,Taiei Kin,Yoshihiro Akiyama,SUB,Armbar
b0550072e5f0afa7,1e11b42ab5611ade,win,K-1 Hero's 5,1,145,Katsuhiko Nagata,Yoshihiro Akiyama,KO/TKO,Spinning Back Kick
